3363,151971,10
3363,139909,0
106402,139909,5
88738,139909,0
163608,139909,0
208406,139909,0
117092,139909,0
35050,139909,0
167349,139909,0
100009,139909,0
231251,139909,8
224764,139909,0
14393,139909,9
198621,139909,0
231210,139909,0
165319,139909,6
174331,139909,6
29526,139909,10
35859,139909,0
49423,139909,9
76352,139909,0
146279,139909,0
136473,139909,0
11676,139909,0
73265,139909,8
87141,139909,0
230496,139909,0
20409,139909,0
46158,139909,0
168216,139909,0
57006,139909,0
217056,139909,5
189973,139909,0
69405,139909,9
83383,139909,0
146564,139909,0
194669,139909,0
166123,139909,0
146113,139909,0
29101,139909,0
232044,139909,0
3363,127165,0
208141,127165,0
70415,127165,0
3363,106206,0
63394,106206,0
139575,106206,10
21484,106206,5
76626,106206,0
60277,106206,0
11601,106206,0
153054,106206,8
82407,106206,9
201526,106206,9
38023,106206,7
152309,106206,0
238065,106206,0
238739,106206,7
187425,106206,10
187410,106206,3
52968,106206,0
225199,106206,8
207246,106206,10
157130,106206,5
16795,106206,0
127429,106206,0
25674,106206,0
203968,106206,0
66073,106206,5
110973,106206,7
161041,106206,0
52350,106206,0
102034,106206,7
7917,106206,0
59059,106206,5
99441,106206,10
3363,145144,0
236172,145144,0
191638,145144,0
237646,145144,0
3363,222395,0
177090,222395,0
61501,222395,7
148514,222395,10
174304,222395,0
8,222395,0
3363,87305,0
84476,87305,9
107244,87305,0
179536,87305,10
143175,87305,0
3363,7068,0
155141,7068,0
115120,7068,0
14599,7068,0
157799,132588,8
192673,132588,0
151702,132588,0
3363,132588,0
35050,132588,0
112001,132588,9
278220,132588,8
141493,132588,7
31391,132588,10
69405,132588,0
71207,132588,0
104429,132588,0
35802,132588,7
66248,132588,0
11657,132588,0
232959,132588,0
65791,132588,0
163851,132588,0
146570,132588,0
202353,132588,5
134110,132588,0
47117,132588,0
87155,132588,0
123058,132588,8
27878,132588,8
219353,132588,0
216151,132588,7
46398,132588,0
53699,132588,7
168896,132588,8
202919,132588,10
91931,132588,7
152698,132588,6
222296,132588,6
88146,132588,8
38464,132588,0
71786,132588,6
91494,132588,8
93443,132588,0
101196,132588,9
13552,132588,0
30972,132588,0
116600,132588,0
63075,132588,8
169249,132588,0
72100,132588,7
209536,132588,0
204359,132588,0
225087,132588,10
132392,132588,8
104665,132588,10
34504,132588,4
174304,132588,6
7915,132588,0
31040,132588,0
115003,132588,8
141269,132588,7
75081,132588,9
138380,132588,7
86841,132588,9
35518,132588,8
88187,132588,9
204457,132588,10
47807,132588,0
104045,132588,7
190459,132588,8
174501,132588,0
171968,132588,10
109574,132588,5
126671,132588,6
163488,132588,9
216435,132588,10
84655,132588,5
39616,132588,0
20235,132588,8
127359,132588,0
178201,132588,8
167812,132588,8
198303,132588,0
216925,132588,0
111831,132588,7
105979,132588,6
76352,132588,0
91832,132588,0
35859,132588,0
20336,132588,9
164179,132588,8
7125,132588,0
11676,132588,1
25403,132588,5
100648,132588,6
152099,132588,9
185252,132588,10
238731,132588,10
192245,132588,0
28548,132588,7
6575,132588,0
93116,132588,8
73331,132588,0
63394,132588,0
232990,132588,7
17842,132588,0
99523,132588,0
235842,132588,0
184365,132588,7
142861,132588,0
2891,132588,7
227591,132588,10
159033,132588,0
145641,132588,8
87746,132588,0
24379,132588,8
104636,132588,8
150968,132588,0
216099,132588,9
191761,132588,0
79491,132588,0
70052,132588,0
107620,132588,8
102705,132588,0
66680,132588,0
228125,132588,5
180042,132588,8
105028,132588,0
228607,132588,8
134005,132588,8
83637,132588,0
60050,132588,0
174428,132588,5
98741,132588,0
91875,132588,0
113904,132588,0
88937,132588,0
13071,132588,8
177157,132588,8
143253,132588,0
43481,132588,8
7158,132588,0
89346,132588,0
88733,132588,0
35188,132588,0
148028,132588,0
207721,132588,0
215212,132588,8
8362,132588,0
14768,132588,0
53174,132588,0
226542,132588,8
235888,132588,8
167349,132588,0
31226,132588,0
107258,132588,4
199176,132588,0
105374,132588,6
116582,132588,10
36003,132588,0
235282,132588,9
4365,132588,0
108155,132588,7
36836,132588,0
121011,132588,0
81492,132588,0
229551,132588,0
232131,132588,10
227447,132588,0
149934,132588,0
30533,132588,7
216466,132588,8
238321,132588,10
106225,132588,0
74286,132588,7
35925,132588,8
185233,132588,0
190807,132588,0
210959,132588,0
53458,132588,0
98723,132588,3
229313,132588,10
118434,132588,0
95923,132588,0
62755,132588,0
132083,132588,0
192727,132588,9
88693,132588,7
277478,132588,0
40943,132588,5
33523,132588,0
2375,132588,9
21079,132588,0
106007,132588,7
31315,132588,0
152579,132588,8
161434,132588,0
83666,132588,0
105108,132588,0
212923,132588,0
68555,132588,0
238120,132588,8
32057,132588,9
163804,132588,7
223154,132588,0
29259,132588,0
208751,132588,8
212835,132588,0
151143,132588,0
208251,132588,5
111954,132588,5
7509,132588,0
209160,132588,6
101876,132588,0
33818,132588,0
7283,132588,0
30052,132588,5
178667,132588,0
172512,132588,0
127914,132588,0
278137,132588,0
62891,132588,0
166062,132588,8
102967,132588,0
104422,132588,0
181687,132588,0
192185,132588,0
138844,132588,7
43246,132588,0
113549,132588,0
148782,132588,9
25131,132588,0
231210,132588,8
29944,132588,9
205909,132588,8
214179,132588,10
25253,132588,9
52584,132588,0
154465,132588,0
195033,132588,0
114868,132588,8
96054,132588,0
80516,132588,8
123430,132588,0
177321,132588,0
116758,132588,7
182053,132588,0
10207,132588,0
236544,132588,7
34377,132588,0
95359,132588,8
169094,132588,5
52002,132588,0
12316,132588,10
78841,132588,0
178920,132588,0
68846,132588,8
204813,132588,0
164797,132588,9
93358,132588,8
18012,132588,10
46679,132588,7
57599,132588,3
196723,132588,8
80203,132588,0
182459,132588,0
30854,132588,7
36357,132588,5
164518,132588,7
103336,132588,0
277042,132588,0
56447,132588,8
52329,132588,7
28704,132588,0
81207,132588,0
154877,132588,9
21014,132588,0
121606,132588,7
227202,132588,0
207782,132588,0
151132,132588,7
45557,132588,0
78564,132588,0
193676,132588,10
116395,132588,0
10819,132588,0
128099,132588,0
124874,132588,10
211430,132588,0
230699,132588,0
198711,132588,0
171072,132588,0
164105,132588,9
186852,132588,7
78777,132588,0
68836,132588,7
172742,132588,0
156343,132588,0
193499,132588,0
205291,132588,6
99014,132588,10
101518,132588,0
10619,132588,0
35918,132588,7
231993,132588,0
100580,132588,3
136313,132588,0
48630,132588,0
15845,132588,9
805,132588,8
16692,132588,0
40914,132588,9
128324,132588,7
13273,132588,0
30712,132588,0
155147,132588,0
60230,132588,10
179772,132588,0
113519,132588,0
34300,132588,8
221445,132588,0
48046,132588,9
28255,132588,4
155580,132588,5
98051,132588,2
21576,132588,8
97959,132588,0
209756,132588,0
60244,132588,0
174322,132588,0
166123,132588,0
72247,132588,8
183849,132588,0
69078,132588,7
3580,132588,6
19336,132588,0
108392,132588,7
93828,132588,0
210485,132588,8
178261,132588,9
124253,132588,0
91761,132588,8
124175,132588,7
82431,132588,8
16488,132588,0
24588,132588,0
208645,132588,8
44789,132588,0
197364,132588,8
239554,132588,0
160168,132588,0
4570,132588,8
82407,132588,0
237474,132588,0
183981,132588,0
135831,132588,0
40316,132588,7
234721,132588,0
86906,119752,0
3363,119752,0
56447,119752,0
23020,119752,10
